         9162875 function calls (9143498 primitive calls) in 46.375 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 threading.py:822(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:832(<listcomp>)
        1    0.000    0.000    0.000    0.000 :0(difference_update)
        1    0.000    0.000    0.000    0.000 threading.py:583(set)
        1    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 :0(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:1001(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1005(_set_native_id)
        1    0.000    0.000    0.000    0.000 :0(get_native_id)
        6    0.000    0.000    0.000    0.000 contextlib.py:77(__call__)
        6    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        6    0.000    0.000    0.000    0.000 :0(_abc_instancecheck)
        1    0.000    0.000    0.000    0.000 random.py:800(getrandbits)
        1    0.000    0.000    0.000    0.000 :0(urandom)
        1    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
        1    0.000    0.000    0.000    0.000 contextlib.py:78(inner)
        1    0.000    0.000    0.000    0.000 contextlib.py:65(_recreate_cm)
        1    0.000    0.000    0.000    0.000 :0(generate_state)
        1    0.000    0.000    0.016    0.016 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:181(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:202(_concrete_ndptr)
        1    0.000    0.000    0.016    0.016 ctypeslib.py:360(_get_scalar_type_map)
        1    0.000    0.000    0.016    0.016 ctypeslib.py:371(<dictcomp>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.078    0.078 core.py:1(<module>)
        1    0.000    0.000    0.062    0.062 inspect.py:1(<module>)
        1    0.000    0.000    0.016    0.016 dis.py:1(<module>)
        1    0.000    0.000    0.016    0.016 opcode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:36(<listcomp>)
       12    0.000    0.000    0.000    0.000 opcode.py:42(name_op)
       15    0.000    0.000    0.016    0.001 opcode.py:46(jrel_op)
        1    0.000    0.000    0.000    0.000 opcode.py:341(<listcomp>)
        1    0.000    0.000    0.000    0.000 opcode.py:405(<listcomp>)
      256    0.000    0.000    0.000    0.000 :0(sum)
        1    0.000    0.000    0.000    0.000 dis.py:45(<listcomp>)
        1    0.000    0.000    0.000    0.000 dis.py:51(<dictcomp>)
        1    0.000    0.000    0.000    0.000 dis.py:153(_Unknown)
        1    0.000    0.000    0.000    0.000 dis.py:276(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:690(Bytecode)
        1    0.000    0.000    0.016    0.016 linecache.py:1(<module>)
        1    0.000    0.000    0.016    0.016 tokenize.py:1(<module>)
       12    0.000    0.000    0.000    0.000 <frozen io>:60(__getattr__)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:75(<dictcomp>)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(TokenInfo)
        1    0.000    0.000    0.000    0.000 tokenize.py:60(any)
       19    0.000    0.000    0.000    0.000 tokenize.py:59(group)
        2    0.000    0.000    0.000    0.000 tokenize.py:61(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:84(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:95(<listcomp>)
       48    0.000    0.000    0.000    0.000 __init__.py:253(escape)
        1    0.000    0.000    0.000    0.000 tokenize.py:161(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:163(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:166(Untokenizer)
        1    0.000    0.000    0.000    0.000 inspect.py:1020(ClassFoundException)
        1    0.000    0.000    0.000    0.000 inspect.py:1024(_ClassFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:1168(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:1170(BlockFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:1639(Traceback)
        1    0.000    0.000    0.000    0.000 inspect.py:1711(FrameInfo)
        1    0.000    0.000    0.000    0.000 inspect.py:2619(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2623(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2627(_ParameterKind)
        5    0.000    0.000    0.000    0.000 inspect.py:2634(__new__)
       20    0.000    0.000    0.000    0.000 enum.py:806(__members__)
        1    0.000    0.000    0.000    0.000 inspect.py:2651(Parameter)
        1    0.000    0.000    0.000    0.000 inspect.py:2809(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2939(Signature)
        1    0.000    0.000    0.000    0.000 core.py:84(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:148(MAError)
        1    0.000    0.000    0.000    0.000 core.py:156(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:797(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:822(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:840(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 core.py:861(_DomainGreater)
        1    0.000    0.000    0.000    0.000 core.py:877(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:893(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 core.py:903(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:977(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:1125(_DomainedBinaryOperation)
       26    0.000    0.000    0.000    0.000 core.py:921(__init__)
       52    0.000    0.000    0.000    0.000 core.py:894(__init__)
      230    0.000    0.000    0.000    0.000 _internal.py:872(_ufunc_doc_signature_formatter)
        2    0.000    0.000    0.000    0.000 core.py:883(__init__)
        3    0.000    0.000    0.000    0.000 core.py:867(__init__)
        1    0.000    0.000    0.000    0.000 core.py:830(__init__)
        3    0.000    0.000    0.000    0.000 core.py:806(__init__)
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
      324    0.000    0.000    0.000    0.000 _internal.py:883(<genexpr>)
        6    0.000    0.000    0.000    0.000 core.py:846(__init__)
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2372(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2378(__init__)
      100    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
      214    0.000    0.000    0.016    0.000 :0(sub)
      100    0.000    0.000    0.000    0.000 :0(findall)
       90    0.000    0.000    0.016    0.000 __init__.py:178(sub)
        6    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        1    0.000    0.000    0.000    0.000 core.py:2589(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:6340(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6535(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:6545(__new__)
        4    0.000    0.000    0.000    0.000 core.py:6539(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
      5/3    0.000    0.000    0.000    0.000 :0(view)
        2    0.000    0.000    0.000    0.000 core.py:2978(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:2952(_update_from)
        3    0.000    0.000    0.000    0.000 core.py:1362(getmask)
        4    0.000    0.000    0.000    0.000 core.py:3417(dtype)
        1    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1283(_replace_dtype_fields_recursive)
        2    0.000    0.000    0.000    0.000 core.py:3433(shape)
        1    0.000    0.000    0.000    0.000 core.py:3127(view)
        1    0.000    0.000    0.000    0.000 core.py:6563(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:6638(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6730(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:6839(_frommethod)
       26    0.000    0.000    0.000    0.000 core.py:6850(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6855(getdoc)
       49    0.000    0.000    0.000    0.000 core.py:131(get_object_signature)
       30    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        9    0.000    0.000    0.000    0.000 _globals.py:58(__repr__)
        4    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        5    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        2    0.000    0.000    0.000    0.000 core.py:6739(__init__)
       14    0.000    0.000    0.016    0.001 core.py:115(doc_note)
       14    0.000    0.000    0.000    0.000 __init__.py:198(split)
        1    0.000    0.000    0.000    0.000 core.py:8371(_convert2ma)
       13    0.000    0.000    0.000    0.000 core.py:8384(__init__)
       13    0.000    0.000    0.000    0.000 core.py:8389(getdoc)
       13    0.000    0.000    0.000    0.000 core.py:8401(_replace_return_type)
        1    0.000    0.000    0.016    0.016 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:213(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 extras.py:263(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:281(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:294(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:319(_fromnxfunction_allargs)
       10    0.000    0.000    0.016    0.002 extras.py:233(__init__)
       10    0.000    0.000    0.016    0.002 extras.py:237(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:1607(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1637(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1655(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:187(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:216(<dictcomp>)
        1    0.000    0.000    0.000    0.000 getlimits.py:162(_register_known_types)
        6    0.000    0.000    0.000    0.000 getlimits.py:34(__init__)
       40    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
       46    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       40    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
       38    0.000    0.000    0.000    0.000 getlimits.py:111(_float_to_str)
       38    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        7    0.000    0.000    0.000    0.000 getlimits.py:157(_register_type)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1595(_array_str_implementation)
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
     7813    0.000    0.000    0.000    0.000 :0(id)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1588(_guarded_repr_or_str)
       18    0.000    0.000    0.000    0.000 :0(discard)
        1    0.000    0.000    0.000    0.000 __init__.py:262(<dictcomp>)
        4    0.000    0.000    0.016    0.004 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.016    0.016 __init__.py:340(_sanity_check)
        2    0.000    0.000    0.000    0.000 numeric.py:136(ones)
       20    0.000    0.000    0.000    0.000 :0(empty)
        2    0.000    0.000    0.000    0.000 multiarray.py:1080(copyto)
        1    0.000    0.000    0.000    0.000 :0(_set_madvise_hugepage)
        1    0.000    0.000    0.000    0.000 :0(_reload_guard)
        1    0.000    0.000    0.000    0.000 :0(_using_numpy2_behavior)
        1    0.000    0.000    0.000    0.000 :0(_set_promotion_state)
        1    0.000    0.000    0.000    0.000 :0(get_version)
        1    0.000    0.000    0.047    0.047 ncbiquery.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:49(<listcomp>)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 dbapi2.py:54(register_adapters_and_converters)
        2    0.000    0.000    0.000    0.000 :0(register_adapter)
        2    0.000    0.000    0.000    0.000 :0(register_converter)
        1    0.000    0.000    0.047    0.047 tarfile.py:1(<module>)
        1    0.000    0.000    0.016    0.016 shutil.py:1(<module>)
        1    0.000    0.000    0.016    0.016 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 shutil.py:61(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:64(SameFileError)
